year,阿鲁巴,阿富汗,安哥拉,阿尔巴尼亚,安道尔共和国,阿拉伯联合酋长国,阿根廷,亚美尼亚,美属萨摩亚,安提瓜和巴布达,澳大利亚,奥地利,阿塞拜疆,布隆迪,比利时,贝宁,布基纳法索,孟加拉国,保加利亚,巴林,巴哈马,波斯尼亚和黑塞哥维那,白俄罗斯,伯利兹,百慕大,玻利维亚,巴西,巴巴多斯,文莱达鲁萨兰国,不丹,博茨瓦纳,中非共和国,加拿大,瑞士,智利,中国,科特迪瓦,喀麦隆,刚果（金）,刚果（布）,哥伦比亚,科摩罗,佛得角,哥斯达黎加,古巴,库拉索,开曼群岛,塞浦路斯,捷克共和国,德国,吉布提,多米尼克,丹麦,多米尼加共和国,阿尔及利亚,厄瓜多尔,埃及,厄立特里亚,西班牙,爱沙尼亚,埃塞俄比亚,芬兰,斐济,法国,法罗群岛,密克罗尼西亚联邦,加蓬,英国,格鲁吉亚,加纳,直布罗陀,几内亚,冈比亚,几内亚比绍共和国,赤道几内亚,希腊,格林纳达,格陵兰,危地马拉,关岛,圭亚那,中国香港,洪都拉斯,克罗地亚,海地,匈牙利,印度尼西亚,马恩岛,印度,爱尔兰,伊朗,伊拉克,冰岛,以色列,意大利,牙买加,约旦,日本,哈萨克斯坦,肯尼亚,吉尔吉斯斯坦,柬埔寨,基里巴斯,圣基茨和尼维斯,大韩民国,科威特,老挝,黎巴嫩,利比里亚,利比亚,圣卢西亚,列支敦士登,斯里兰卡,莱索托,立陶宛,卢森堡,拉脱维亚,中国澳门,圣马丁（法属）,摩洛哥,摩纳哥,摩尔多瓦,马达加斯加,马尔代夫,墨西哥,马绍尔群岛,马其顿王国,马里,马耳他,缅甸,黑山,蒙古,北马里亚纳群岛,莫桑比克,毛里塔尼亚,毛里求斯,马拉维,马来西亚,纳米比亚,新喀里多尼亚,尼日尔,尼日利亚,尼加拉瓜,荷兰,挪威,尼泊尔,瑙魯,新西兰,阿曼,巴基斯坦,巴拿马,秘鲁,菲律宾,帕劳,巴布亚新几内亚,波兰,波多黎各,朝鲜,葡萄牙,巴拉圭,法属波利尼西亚,卡塔尔,罗马尼亚,俄罗斯,卢旺达,沙特阿拉伯,苏丹,塞内加尔,新加坡,所罗门群岛,塞拉利昂,萨尔瓦多,圣马力诺,索马里,塞尔维亚,南苏丹,圣多美和普林西比,苏里南,斯洛伐克共和国,斯洛文尼亚,瑞典,斯威士兰,圣马丁(荷属),塞舌尔,叙利亚,特克斯科斯群岛,乍得,多哥,泰国,塔吉克斯坦,土库曼斯坦,东帝汶,汤加,特立尼达和多巴哥,突尼斯,土耳其,图瓦卢,坦桑尼亚,乌干达,乌克兰,乌拉圭,美国,乌兹别克斯坦,圣文森特和格林纳丁斯,委内瑞拉玻利瓦尔共和国,英屬維爾京群島,美属维京群岛,越南,瓦努阿图,萨摩亚,科索沃,也门,南非,赞比亚,津巴布韦
1977,,2953333418,,,254020153.3,24871775165,56781000101,,,77496740.74,1.10E+11,51545759221,,547535555.6,83283328419,750049739.2,1131225279,9651149302,,,713000000,,,117650000,447000000,3227436282,1.76E+11,585680637.1,1732721161,,451603325.4,507298120.7,2.12E+11,,13962893422,1.75E+11,6265067858,3366368665,12344424764,765224030.6,19470960619,,,3072427013,14206158675,,,734887974,,5.98E+11,,36370370.37,49784281716,4587100200,20971901273,11026346590,14636028767,,1.32E+11,,,33524682308,719533137.1,4.10E+11,,,2809349074,2.63E+11,,3189428571,,,138094243.3,114971207.2,103987520.1,36176233117,71494481.48,282269373,5480500200,,449880000,15719433719,1669499950,,,,45808915663,,1.20E+11,11261811100,80600122701,19838130715,2175791271,17365700000,2.57E+11,3249697393,2096568479,7.21E+11,,4494378855,,,38748059.44,44680000,38265082645,14135729588,,,673010600,,87350297.04,303496276.3,4104509583,193307267.7,,3922895892,,,,11049896742,811250927.4,,2358930406,,81814159292,,,1049838493,625573345.5,,,,,,540635389.6,827094668,806290840.6,13139397879,,837616756.5,1291458044,36035407725,,1.25E+11,41508030431,1382400000,,15470524341,2741169948,15126059646,2738261900,14620386674,19648106122,,1640763204,,9910900000,,21441635411,1912353340,793193187.4,3617580172,,,746650558.6,74188249979,8704000000,2320786491,6617532783,93147039.25,691777758.4,2941640100,,,,,,641000000,,,93136775103,304047838.1,,64526398.66,7696011360,,935360466.4,777435020.5,19779315170,,,,34139387.89,3138666667,5109324009,58676813687,,,2936470588,,4114667063,2.09E+12,,49353148.15,42263209302,,461800000,,,,,,40649724011,2483000000,4364382100
1978,,3300000109,,,308008897.6,23775831783,58082870156,,,87879333.33,1.18E+11,62052258694,,610225555.6,1.02E+11,928843304.8,1475584037,13281767143,,,832400000,,,136300000,475800000,3758220890,2.01E+11,654039198.2,1941600704,,590376720.6,610578523.8,2.19E+11,,15989933708,1.50E+11,7900524898,4409920644,15372608002,878771771.3,23263511958,,,3523208810,17844705325,,,964026512.2,,7.38E+11,,45170370.37,60362854967,4774400000,26364491313,11922502171,14849909491,,1.60E+11,,,36283091408,829239489.8,5.07E+11,,,2389479269,3.36E+11,,3662478185,,,171836793.4,122666858.8,,44270203154,88322370.37,355989047.3,6070600200,,507080000,18315007366,1929499950,,,,51455719100,,1.35E+11,14665538508,77994316622,23762275652,2474614621,16836235294,3.14E+11,2644449232,2602748691,1.01E+12,,5303734883,,,45210026.32,49095407.41,51700619835,15500908760,,,717240400,,102094121.5,436918176.7,2733183857,266559337.6,,4884869092,,,,13236854105,1000535735,,2669755116,,1.03E+11,,,1222702356,793675169.9,,,,,,544424605.1,1019630847,949034016.8,16358376511,,846007597.7,1774365588,36527862209,,1.54E+11,46523091010,1604162497,,18614130435,2740301390,17820100626,3244558600,12495779622,22706155475,,1947947524,,11165000000,,23489924726,2350329157,1005573294,4052000413,,,905709147.3,80265619485,7670500000,2591178368,7515823563,111022090,960728338.9,3127960000,,,,,,735500000,,,1.03E+11,340616375.3,,85552369.91,9275203106,,1113920123,824263841.5,24006570178,,,,41567471.67,3562333458,5968044210,65147022486,,,2420260870,,4910257283,2.36E+12,,60844777.78,46426511628,,512900000,,,,,,46737580497,2813375000,4351600500
1979,,3697940410,,,411578334.2,31225463218,69252328953,,,109079963,1.35E+11,73937296655,,782496666.7,1.17E+11,1186231265,1748480982,15565480322,,,1139800100,,,151800000,517200000,4421343606,2.25E+11,793011830.8,2803780006,,819877300.6,700764892.7,2.43E+11,,21803696985,1.78E+11,9142935858,5811444661,15068422236,1198749666,27940411250,,,4035519323,19584443288,,,1288715210,,8.78E+11,,44296296.3,70366280175,5498800100,33243422158,14175166008,18150000571,,2.14E+11,,,44498283621,1019743927,6.14E+11,,,3030251116,4.39E+11,,4020227920,,,207114382.5,118537875.1,,54481875805,102244370.4,420642463.4,6902600200,,530440000,22526035941,2251499950,,,,51400186379,,1.51E+11,18341273856,90391877325,37816457839,2811162819,21505200000,3.92E+11,2425033998,3271728272,1.06E+12,,6234390975,,,42620165.44,58296666.67,66567975207,24746019537,,,814067900,,123935513.7,503180670,3364611432,290142517.8,,5711457760,,,,15912133569,1209898293,,3463565881,,1.35E+11,,,1595423286,1001300838,,,,,,644070364.9,1216229419,1058269066,21213672089,,1047225130,2109277663,47259911894,,1.77E+11,53132244624,1851250008,,20580987679,3733352635,19707979303,3704551600,15962459447,27502168727,,2293621944,,12750000000,,26625439344,3135123879,1215031775,5633000318,,,1109346221,1.12E+11,9032250000,3226678628,9294635004,151270207.9,1109374722,3463639900,,,,,,783000000,,,1.22E+11,412093133.8,,127261099.2,9929682184,,1004316495,891775906.6,27371699083,,,,44667002.01,4602416625,7188191882,89394085658,,,2139025000,,7181185278,2.63E+12,,71096370.37,55653325581,,606700032,,119258835.3,,,,57647268409,3325500000,5177459400
1980,,3641723322,5930503401,,446416105.8,43598748449,76961923742,,,131431037,1.50E+11,82058912465,,919726666.7,1.28E+11,1405251547,1928720390,18138049096,19839230769,3072698328,1335300000,,,194750000,613299968,4537487843,2.35E+11,1017805365,4928824958,135653295.2,1060923829,797048028.8,2.74E+11,1.19E+11,29036709872,1.91E+11,10175615442,6740756569,14394927495,1705796850,33400735644,123505640.9,142246875.5,4831447001,19912889861,,,2154311277,,9.47E+11,,59100000,71127592754,6631000100,42345277342,17881514683,22912500556,,2.32E+11,,,53685049410,1202567359,7.01E+11,,,4279637934,5.65E+11,,4445228216,,,241080708.9,110653830.7,50642880.77,56829663469,110900444.4,476055288.4,7878700000,,603200000,28861759209,2566000050,,,,72482337370,,1.84E+11,21773901764,94362275580,53405689130,3331325038,24154568627,4.76E+11,2679409453,3910036925,1.11E+12,,7265315332,,,38715554.54,67715444.44,64980820835,28638550499,,,854711500,,146341385.9,534701915.6,4024621900,431561376.5,,6232005656,,,,21728770055,1378130996,,4042139901,42463576.16,1.94E+11,,,1759690812,1250242108,,,,,3526287037,709041452.2,1136543003,1237655461,24488033442,2434884951,1182457143,2508524716,64201788123,,1.93E+11,64439382896,1945916583,,23149971048,5981760278,23689696768,4614086400,18134029180,32450541843,,2545983008,,14436100000,,32899759311,4094810488,1362151524,7829094613,,,1254765350,1.65E+11,7459833333,3503282103,11893405684,168715353.1,1100685845,3573959900,,,,,,794900000,,,1.40E+11,542000513.6,,147357222.8,13062421025,,1033002402,1136408814,32353440727,,,,53260077.43,6235833333,8744134354,68789289566,,,1244610000,,10163020116,2.86E+12,,82340333.33,67018023256,,727800000,,113423181.3,,,,82984078069,3829500000,6678868200
1981,,3478787909,5550483036,,388958731.3,49333424135,78676842366,,,147841740.7,1.77E+11,71034228097,,969046666.7,1.05E+11,1291119965,1775842680,20249694002,19870000000,3467819149,1426500000,,,192900000,739100032,5891606676,2.64E+11,1120203466,4366213850,146391639.7,1073861599,694803502.7,3.06E+11,1.09E+11,34509878044,1.96E+11,8432588484,7636345827,12537821038,1993512326,36388366869,114271897.3,139468114.6,2623807074,20150254096,,,2087496374,,7.97E+11,,66218518.52,61877755005,7266999800,44348672668,21810767209,23405404730,,2.02E+11,,7324903188,52485533205,1235899836,6.16E+11,,,3862269127,5.41E+11,,4222441615,,,218764445.8,154731969.7,36731422.85,52346507380,115651925.9,435746974.8,8607500300,,570357107.1,31055409443,2819500000,,,,85518233451,,1.91E+11,20694944733,1.00E+11,38424991534,3441249882,25568701754,4.29E+11,2979061412,4384685230,1.22E+12,,6854491454,,,41369800.05,79026037.04,72425590649,25056672166,,,846514500,,167970095.9,511658690.6,4415844156,434188034.2,,5231808670,,,,17788171722,1205166026,,3594868208,44781456.95,2.50E+11,31020000,,1538972158,1243469361,,,2310099100,,3537099150,747994681.9,1147192917,1237685692,25004557094,2259179125,972563810.2,2170893418,61076493506,,1.62E+11,63596654761,2275583317,,24167846141,7259120151,28100605515,5222421500,21649137620,35646416953,,2498068351,,15955700000,,31980423453,5219516810,1279972866,8661263764,,,1407062608,1.84E+11,10016500000,3176771103,14171819540,187313261.3,1114830472,3437200200,,,,,,889050000,,,1.28E+11,571542674.6,,154902869,15518199247,,876937559.7,962347001,34846107862,,,,62242013.33,6992083333,8428513568,71040020140,,,1337300000,,11048335541,3.21E+12,,102086555.6,75367139535,,821800000,,98746405.39,,,,89629496833,3872666667,8011373800
1982,,,5550483036,,375895956.4,46622718605,84307486837,,,164369296.3,1.94E+11,71275287328,,1013222222,92588895020,1267778489,1754450379,18525399202,19342000000,3645744681,1578300000,,,179250000,785500032,5594118400,2.82E+11,1170432058,4264252336,148934334,1014907255,748312283.7,3.14E+11,1.12E+11,25325893206,2.05E+11,7567109767,7322914570,13651667371,2160640567,38968039722,107089552.3,140630758.6,2606621255,20953510235,,,2159242417,,7.74E+11,,72051851.85,60412846239,7964000300,45207088716,19929853575,25592365394,,1.95E+11,,7707678019,52832120390,1194015444,5.85E+11,,,3618007844,5.15E+11,,4035994398,,,216051496,165523634.5,44294647.73,54617991327,125435592.6,402405069.4,8716999700,,482000000,32291306282,2903500050,,,,90158449307,,1.98E+11,21500472055,1.26E+11,42595309883,3159121961,27826057613,4.26E+11,3293533288,4680567376,1.13E+12,,6431579357,,,40572066.13,84381407.41,77773431088,21577977770,,,863933200,,182754001.1,522090331.5,4768765017,348746822.6,,4764549532,,1130457130,,17692341358,1143229072,,3526198070,47935843.79,1.74E+11,34918000,,1333754034,1234518125,,,2552401933,,3612171958,750214410.7,1082939379,1180104216,26804401816,2128089611,904619629.8,2017612218,51397461686,,1.56E+11,62647195538,2395429852,,24345229425,7554719456,30725972787,5769767900,21793496819,37140163934,,2368584970,,16764200000,,30530759334,5067450002,1286462643,7596703214,,,1407242640,1.53E+11,9240000000,3109677456,16078856440,188446092.1,1295361886,3399189100,,,,,,915150000,,,1.13E+11,537575980.8,,147912069.8,16298905397,,834369860.4,821651918.7,36589797857,,,,62068161.07,8140416667,8133401050,64546332581,,,2177500000,,9178802163,3.34E+12,,113759185.2,76559883721,,832600000,,98144643.9,121221651.6,,,82696902010,3994777778,8539700700
1983,,,5784341596,,327861832.9,42803323345,1.04E+11,,,182144111.1,1.77E+11,72121016623,,1082926304,87650915976,1095348303,1600278756,17609048822,16563666667,3735106383,1732800000,,,189000000,889400000,5422656262,2.03E+11,1242716530,3844723142,165585940.6,1172258182,658679394.9,3.41E+11,1.11E+11,20355959237,2.31E+11,6838185419,7381854747,11006712650,2097274290,38729822782,111519676,138476239.4,3976453967,22204940512,,,2160364071,,7.68E+11,,79925925.93,60644833242,8622000100,48801369800,17152483214,28137369499,,1.70E+11,,8567890821,51014090521,1123107276,5.60E+11,,106500000,3391275731,4.90E+11,,4057275043,,,213446562.6,163577538.3,44442456.95,49428872678,131803555.6,416183706.9,9050000400,,489333333.3,29907091340,3076999950,,,,81052283405,,2.15E+11,20790917686,1.56E+11,40595046639,2724974073,31079439502,4.42E+11,3619294121,4920407601,1.24E+12,,5979198464,,,37837837.84,85100481.48,87024427973,20869434305,,,823374900,,197228760.4,524034109.9,5167913302,386699308.9,,4683697830,,1121486563,,16251460689,1092551781,,3511573992,57829787.23,1.49E+11,41749000,,1297765449,1165771369,,,2725736633,,3236430348,788371855.9,1094857358,1223186840,30346788438,2308102953,823832940.5,1803099561,35451565749,,1.51E+11,61627240831,2447174803,,24482781283,7932541691,28691890433,5923755900,17345624454,33212180658,,2562492525,,17276600000,,27242331886,5237432542,1335895286,6467582308,,,1479688126,1.29E+11,8230153846,2774199193,17775280374,180219397.5,995104305.3,3506347800,,,,,,883600000,,,1.04E+11,555336145.8,,146712850.5,17589184557,,832415806,765746590.6,40042826244,,,,60863963.96,7763750000,8350176783,61678280115,,,2240333333,,5102281256,3.64E+12,,122255333.3,78540255814,,916899968,,110123779.8,111862823.6,,,88786580363,3216307692,7764067000
1984,,,6131475065,1924242453,330070689.3,41807954236,79092001998,,,208372851.9,1.93E+11,67985345162,,987143931.2,83795680815,1051133927,1459880353,18920840000,17594944444,3905585106,2041100000,,,210900000,985699968,6169481549,2.09E+11,1354407509,3782523088,169264991.2,1240796365,637820620.7,3.55E+11,1.06E+11,19622527480,2.60E+11,6841638715,7801858825,7857729193,2193581366,38253120738,107489822.7,132019065,4593908719,24039383608,,,2278248953,,7.22E+11,,89848148.15,59105208273,10330399700,53698278906,16912515183,30642873038,,1.72E+11,,8096302367,52926394935,1177997414,5.31E+11,,,3561451562,4.61E+11,,4412279843,,,177338801.9,138478900.6,50320914.41,48020024788,145533296.3,379371608.4,9470000100,,437631605.3,33511383986,3319000000,,,,84853699994,,2.09E+11,20130728786,1.62E+11,46802508845,2822006039,29148462483,4.36E+11,2373566957,4966710013,1.32E+12,,6191437070,,,41246160.6,95898444.44,96597434180,21697297872,1757142806,,848478300,,217663028.1,502617355.4,6043474843,333158476.2,,4594891581,,1292281654,,14824728528,1037314956,,2939485472,109503546.1,1.76E+11,45144000,,1232932008,1101828569,,,2098734600,,3376172170,726937320.8,1044928625,1208008985,33943505718,1960567071,796018978.5,1461243327,28500815241,,1.42E+11,62057955033,2581207388,,21903971793,8821366532,31151824659,6183387100,17599660054,31408492877,,2552526263,,19162600000,,25220451794,4067222369,1378991403,6704395824,,,1587412957,1.20E+11,9701357143,2705535756,19735920492,252806783.4,1087471862,3661683400,,,,,,864150000,,,1.08E+11,494475699.9,,151313242,17503082982,,919103735.3,718148959.6,41797592963,,,,64248354.54,7757083333,8254891864,59989909458,,,3615647477,,4850241442,4.04E+12,,135025000,56091900000,,985400000,,135553764,109200934.3,,,87880468269,2739444444,6352125900
1985,,,7553560459,1965384586,346737964.8,40603650232,88416668900,,,240923925.9,1.80E+11,69386774475,,1149979286,86730038793,1045712703,1552493414,22278423077,17155421053,3651861702,2320699900,,,209150000,1039500032,5377277407,2.23E+11,1417575550,3523612563,172217502,1114764007,864849765.1,3.65E+11,1.08E+11,17702885394,3.09E+11,6977650069,8148223604,7195042616,2160872541,34894411352,114490697.6,137728155.2,4796628461,22920490774,,,2430411900,,7.30E+11,340989528,98585185.19,62658544411,5044592913,57937868670,17149094590,34689560465,,1.80E+11,,9480840483,55914236378,1141210125,5.53E+11,,,3339914759,4.89E+11,,4504342149,,,225724851.7,143856253.1,62118564.85,47820850975,167728444.4,412876071.1,9721652087,,453488372.1,35699543051,3639499950,,,,85289491750,,2.29E+11,21295486383,1.80E+11,48284979093,2939845038,27493591484,4.51E+11,2100223150,4993829194,1.40E+12,,6135034338,,,32125148.4,106057000,1.00E+11,21442619681,2366666616,,851296100,,241273008.1,529078995.6,5978460972,268626912.5,,4738559685,,1348827324,,14991283216,1082851077,,2857889712,127154929.6,1.84E+11,43879000,,1392195933,1117835286,,,2186505475,,4456240741,683193885,1080642033,1131347798,31200161095,1615776821,854823821.7,1440581653,28873977228,,1.42E+11,65416879914,2619913956,,24950895141,10005500579,31144920554,6541517100,16548827018,30734335449,,2423373088,,20289200000,,27118476174,2966234106,1507230779,6153296456,,,1715625839,1.04E+11,12403733333,2962199836,19138296376,232306861.2,856890498.6,3800368600,,,,,,873250000,,,1.13E+11,361014890.5,,168887539.1,16403544511,,1033069710,762359722.7,38900692712,,,,60058663.31,7375918367,8410185740,67234948265,,,3519666339,,4732017873,4.35E+12,,145641703.7,57935746667,,990400000,14094687821,123698506.1,95572172.98,,,69208451593,2281258065,5637259300
1986,,,7072063345,2173750013,482000594,33943612095,1.11E+11,,,290440148.1,1.82E+11,99036165210,,1201725497,1.21E+11,1336102041,2036303381,21774033333,20249294118,3052393617,2472500000,,,227850000,1173500032,3959379488,2.68E+11,1556321742,2358592817,201375725.6,1392634772,1122265026,3.77E+11,1.54E+11,18891048819,3.01E+11,9158302205,10621158533,8095367168,1849268215,34942489684,162487763.9,190651208,5477895475,24226574634,,,3090734463,,1.04E+12,,112074074.1,88078729452,6122197810,63696301893,15314143988,35880262675,,2.51E+11,,9848600870,73586676050,1290228617,7.71E+11,,112210000,3403638194,6.01E+11,,5727602645,,1922600899,185646209.4,130225018.8,76407396.76,56379593720,187589518.5,603015696.5,7231963516,,504651139.5,41075570592,3808500050,,,,79954072570,,2.46E+11,28748960471,2.09E+11,47127693792,3930518366,34083532195,6.38E+11,2754566176,6401380000,2.08E+12,,7239126717,,,32085561.5,125272259.3,1.16E+11,17903681693,1776842041,,840964400,,289689704.4,779365167.6,6405210564,318862888.4,,6921264132,,1517496131,,19462175322,1515209588,,3258288891,141902097.9,1.29E+11,55989000,,1852163475,1435079200,,,2896178867,,5247193069,802890746.9,1469046115,1183654828,27734562640,1816754048,1201262518,1904097001,20721499308,,1.98E+11,78693253276,2850784523,,30604668357,7323822251,31899071054,6797834200,15244232958,29868339081,,2648033766,,22009300000,,38749715722,3439716562,2301514717,5053021951,,,1944711061,86961922765,15769062500,4189860416,18569292305,210737869.7,490181456.6,3771663200,,,,,,891000000,,,1.48E+11,449146608.3,,207850623.6,13293209270,,1067828247,1060911735,43096746122,,,,68195855.61,4794444444,9018136020,75728009963,,,3923232122,,5880112788,4.59E+12,,160846666.7,58793864198,,1035600000,26336616250,118691396.8,100947848.6,,,82107924006,1661948718,6217523700
1987,,,8083872012,2156624900,611316399.4,36384908744,1.11E+11,,,337174851.9,1.89E+11,1.24E+11,,1131466494,1.50E+11,1562412030,2369835439,24298032258,28101000000,3392021011,2713999900,,,276550000,1296499968,4347956299,2.94E+11,1713771321,2754463438,253182453.7,1965274882,1200991826,4.31E+11,1.93E+11,22255407685,2.73E+11,10087653189,12302471429,7661625473,2297753649,36373307085,196433684,235253171.8,5841132962,25213935012,,,3704813886,,1.29E+12,373371738.3,126348148.1,1.09E+11,5826987203,66742267773,13945431882,40507934171,,3.18E+11,,10527338647,91642093873,1177908192,9.34E+11,,116700000,3281797039,7.45E+11,,5074829932,,2041538057,220626484.2,173836362,93345847.73,65652751132,215009555.6,787392365.8,7084399840,,354591846.9,50622571586,4152499950,,,,75929617577,,2.75E+11,33961142322,1.34E+11,56609842393,5438537482,40946424370,8.03E+11,3286987552,6755599114,2.53E+12,,7970820531,,,33608738.27,140705629.6,1.46E+11,22365734482,1087273104,,972800000,,319998986.7,1052843348,6682167120,402774852.7,,8614215559,,1941246972,,21765261042,1839095595,,2565634382,141268980.5,1.40E+11,62983000,,2090629723,1751247763,,,3020611600,,2354117303,909820553.4,1888754655,1183094128,32181695507,2310454961,1488113532,2233006102,24093203445,,2.42E+11,94230055659,2957255380,,40338594862,7811183095,33351528115,6827665300,20702298397,33195933430,,3143848331,,24025800000,,48187667853,3778316380,2543199148,5446428681,38413636364,,2157434025,85695861148,20155555556,5040708115,20897630201,238606299.6,701307602.3,3958045800,,,,,,979850000,,,1.80E+11,584135559.9,,249267039.8,11356215713,,1163426851,1249099130,50535438696,,2331358820,,81667133.45,4797777778,9696271268,87172789528,,,6269511615,64087694038,7367494080,4.87E+12,,175580629.6,45343793103,,1147800064,36658108850,130834145.1,111713922.1,,,1.07E+11,2269894737,6741215100
1988,,,8769250550,2126000000,721425939.2,36275674203,1.26E+11,,,398637740.7,2.36E+11,1.33E+11,,1082403219,1.63E+11,1620246187,2616040646,26579005760,22555941176,3702393617,2817900000,,,314900000,1415100032,4597615563,3.30E+11,1822815594,2690717551,283855833.3,2644536804,1264899368,5.07E+11,2.09E+11,26040229793,3.12E+11,10255170460,12493286762,8861299977,2212536313,39212550050,207476554.8,264308140.3,6063759371,27458999472,,,4278792597,,1.40E+12,395794538.6,143766666.7,1.16E+11,5374315190,59089067187,13051886552,35044634015,,3.75E+11,,10908935749,1.09E+11,1109976928,1.02E+12,,124700000,3834503378,9.10E+11,,5197840979,,2384295764,266673126.2,164458120.3,100534663.3,76261278405,236357518.5,898611007.9,7841602824,,413799990,59707404561,3970386266,,,,84300174477,,2.93E+11,37818134253,1.23E+11,62503055645,6016168896,50078767903,8.89E+11,3828310735,6277197435,3.07E+12,,8355380879,,,42972107.2,165745740.7,1.97E+11,20692472760,598961269.3,3313540068,1038300000,,366541091.1,1161757671,6978371581,470389179.7,,9750161053,,2269233639,,25705296184,2000674667,,2442507588,168610478.4,1.83E+11,70688000,,2169040742,2019474244,,,3204461567,,2093571674,957377507.5,2143484488,1379924257,35271880250,2506554607,2072735787,2280356194,23272161397,,2.59E+11,1.02E+11,3487009748,,45493075684,8386215865,38472741737,5902783400,15439408447,37885440419,,3655979702,,26385800000,,56352797354,4082625953,2687472830,6038187033,40809523810,,2395493878,88256074766,15399166667,4985153203,25337226971,310684273.7,1055083945,4189880000,,,,,,1160900000,,,2.04E+11,692016714.3,,283828769,10577042355,,1482597299,1378847487,61667199835,,3010982414,,106657267.4,4496852073,10096292842,90852814005,,5100405772,6508931652,74703517903,8213515459,5.25E+12,,200726703.7,58428406897,,1204600064,25423812649,148545381.4,133016065.4,,,1.18E+11,3713614458,7814784100
